dz2011,dz2011name,iz2011,iz2011name,hb2019,hb2019name,hb2018,hb2014,hscp2019,hscp2019name,hscp2018,hscp2016,ca2019,ca2019name,ca2018,ca2011,simd2020_rank,simd2020_sc_decile,simd2020_sc_quintile,simd2020_hb2019_decile,simd2020_hb2019_quintile,simd2020_hscp2019_decile,simd2020_hscp2019_quintile,simd2020_ca2019_decile,simd2020_ca2019_quintile,simd2020tp15,simd2020bt15,simd2020_educ_rank,simd2020_emp_rate,simd2020_emp_dep_n,simd2020_emp_rank,simd2020_hlth_rank,simd2020_house_rank,simd2020_inc_rate,simd2020_inc_dep_n,simd2020_inc_rank,simd2020_access_rank,simd2020_crime_rate,simd2020_crime_count,simd2020_crime_rank,pop_2017
S01012800,Bothwell South - 03,S02002399,Bothwell South,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,6109,9,5,10,5,10,5,10,5,0,1,6751,0.03,16,5773,5626,5732,0.04,32,5580,3009,194.448527,17.072581,3488,878
S01012801,Bothwell South - 04,S02002399,Bothwell South,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,4885,7,4,8,4,8,4,8,4,0,0,2610,0.03,7,5530,4172,6156,0.05,21,4291,5993,256.906138,11.046964,2657,430
S01012802,Bothwell South - 05,S02002399,Bothwell South,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,5944,9,5,10,5,9,5,9,5,0,0,5897,0.02,7,6393.5,6380,6415,0.01,8,6708,877,200.126158,11.046964,3401,552
S01012803,Bothwell North - 01,S02002400,Bothwell North,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,5982,9,5,10,5,9,5,9,5,0,1,6213,0.03,10,6100.5,5661,5547,0.02,13,6416,999,NA,NA,6497,604
S01012804,Bothwell North - 02,S02002400,Bothwell North,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,2026,3,2,4,2,4,2,4,2,0,0,2074,0.12,61,2063,1389,1092,0.16,122,2152,2895,120.032205,9.038425,4753,753
S01012805,Bothwell North - 03,S02002400,Bothwell North,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,2571,4,2,5,3,5,3,5,3,0,0,1770,0.1,54,2848.5,2127,1058,0.14,123,2552,4092,66.655052,6.025617,5817,904
S01012806,Bothwell North - 04,S02002400,Bothwell North,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,2870,5,3,6,3,5,3,5,3,0,0,3268,0.09,50,2942,2716,1777,0.11,93,3200,1477,216.748802,18.07685,3162,834
S01012807,Uddingston and Gardenside - 01,S02002401,Uddingston and Gardenside,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,6570,10,5,10,5,10,5,10,5,0,1,6721,0.01,5,6844,6243,6914,0.01,7,6858.5,1333,92.134812,6.025617,5274,654
S01012808,Uddingston and Gardenside - 02,S02002401,Uddingston and Gardenside,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,5448,8,4,9,5,9,5,9,5,0,0,5703,0.05,52,4834,3943,4190,0.06,101,4779,5383,127.543884,23.098197,4606,1811
S01012809,Uddingston and Gardenside - 03,S02002401,Uddingston and Gardenside,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,4817,7,4,8,4,8,4,8,4,0,0,5337,0.06,27,4202,4050,2593,0.07,46,4477,6505,426.053706,28.119545,1352,660
S01012810,Uddingston and Gardenside - 04,S02002401,Uddingston and Gardenside,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1153,2,1,3,2,2,1,2,1,0,0,2546,0.2,107,685,981,1117,0.21,191,1159,6343,402.142529,37.15797,1492,924
S01012811,Uddingston and Gardenside - 05,S02002401,Uddingston and Gardenside,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,4771,7,4,8,4,7,4,7,4,0,0,4358,0.05,34,4501,4125,2837,0.06,58,4756,3490,255.669412,25.106736,2678,982
S01012812,Uddingston and Gardenside - 06,S02002401,Uddingston and Gardenside,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,5045,8,4,8,4,8,4,8,4,0,0,4910,0.05,23,4390,4439,2649,0.07,45,4323,4742,96.255858,6.025617,5192,626
S01012813,Uddingston and Gardenside - 07,S02002401,Uddingston and Gardenside,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,5830,9,5,10,5,9,5,9,5,0,0,5960,0.03,15,5563,5872,6046,0.04,30,5381,2348,155.979723,13.055503,4082,837
S01012814,"Halfway, Hallside and Drumsagard - 01",S02002402,"Halfway, Hallside and Drumsagard",S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,5175,8,4,9,5,8,4,8,4,0,0,5378,0.05,29,4784,4547,6306.5,0.05,44,5239,1581,35.3616,3.012808,6458,852
S01012815,"Halfway, Hallside and Drumsagard - 02",S02002402,"Halfway, Hallside and Drumsagard",S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,5651,9,5,9,5,9,5,9,5,0,0,5780,0.04,23,5203.5,4722,6255,0.03,26,6046,1881,93.095662,8.034156,5254,863
S01012816,"Halfway, Hallside and Drumsagard - 03",S02002402,"Halfway, Hallside and Drumsagard",S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,3081,5,3,6,3,5,3,5,3,0,0,2836,0.07,27,3652,3937,3847,0.13,75,2786,1554,293.34331,17.072581,2300,582
S01012817,"Halfway, Hallside and Drumsagard - 04",S02002402,"Halfway, Hallside and Drumsagard",S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,5646,9,5,9,5,9,5,9,5,0,0,6347,0.03,13,5802,5190,6862,0.05,30,5212.5,1363,NA,NA,6475,578
S01012818,"Halfway, Hallside and Drumsagard - 05",S02002402,"Halfway, Hallside and Drumsagard",S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,4772,7,4,8,4,7,4,7,4,0,0,4394,0.05,26,4758,4268,4520,0.05,43,5059.5,1407,100.552636,8.034156,5101,799
S01012819,"Halfway, Hallside and Drumsagard - 06",S02002402,"Halfway, Hallside and Drumsagard",S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,293,1,1,1,1,1,1,1,1,1,0,949,0.24,113,316,157,1676,0.31,224,386,3721,998.721,72.3074,210,724
S01012820,"Halfway, Hallside and Drumsagard - 07",S02002402,"Halfway, Hallside and Drumsagard",S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,5358,8,4,9,5,8,4,8,4,0,0,4932,0.03,43,6104,5496,5284,0.03,78,5984,780,164.109396,41.175047,3959,2509
S01012821,Westburn and Newton - 01,S02002403,Westburn and Newton,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,5264,8,4,9,5,8,4,8,4,0,0,3519,0.03,17,5784,4864,5725,0.05,38,5308,2260,152.354405,12.051233,4143,791
S01012822,Westburn and Newton - 02,S02002403,Westburn and Newton,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,498,1,1,1,1,1,1,1,1,1,0,512,0.22,84,437,443,379,0.27,153,754,6698,811.348748,45.192125,357,557
S01012823,Westburn and Newton - 03,S02002403,Westburn and Newton,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,5540,8,4,9,5,9,5,9,5,0,0,3820,0.04,27,5184,5115,5222,0.05,45,5364,3967,98.996988,9.038425,5137,913
S01012824,Westburn and Newton - 04,S02002403,Westburn and Newton,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,2941,5,3,6,3,5,3,5,3,0,0,2847,0.09,37,2935.5,2404,4333.5,0.13,80,2766,3044,147.445759,9.038425,4233,613
S01012825,Westburn and Newton - 05,S02002403,Westburn and Newton,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,853,2,1,2,1,2,1,2,1,1,0,1902,0.22,64,449,1264,3733,0.25,108,968,6737,1052.309674,46.196395,182,439
S01012826,Westburn and Newton - 06,S02002403,Westburn and Newton,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,178,1,1,1,1,1,1,1,1,1,0,203,0.24,97,294,70,803,0.39,228,145,4313,203.912579,12.051233,3348,591
S01012827,Westburn and Newton - 07,S02002403,Westburn and Newton,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,4928,7,4,8,4,8,4,8,4,0,0,4441,0.04,20,4952,5267,4759,0.07,51,4331,2200,138.903105,10.042694,4380,723
S01012828,Westburn and Newton - 08,S02002403,Westburn and Newton,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,6214,9,5,10,5,10,5,10,5,0,1,5405,0.02,13,6470,6256,6418.5,0.03,24,6264,1499,54.5206,5.021347,6072,921
S01012829,Westburn and Newton - 09,S02002403,Westburn and Newton,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,228,1,1,1,1,1,1,1,1,1,0,45,0.21,102,540,323,1246,0.34,260,213.5,2900,388.749464,30.128083,1567,775
S01012830,Vicarland and Cairns - 01,S02002404,Vicarland and Cairns,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1734,3,2,4,2,3,2,3,2,0,0,1575,0.14,61,1703,1672,4763,0.19,134,1540,2730,112.052379,8.034156,4904,717
S01012831,Vicarland and Cairns - 02,S02002404,Vicarland and Cairns,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1044,2,1,2,1,2,1,2,1,1,0,935,0.17,59,1092,1000,2313,0.24,145,722,5345,82.997475,5.021347,5460,605
S01012832,Vicarland and Cairns - 03,S02002404,Vicarland and Cairns,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1350,2,1,3,2,2,1,2,1,0,0,1833,0.16,55,1313,1316,2187,0.22,127,1069,3102,193.806385,11.046964,3496,570
S01012833,Vicarland and Cairns - 04,S02002404,Vicarland and Cairns,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,907,2,1,2,1,2,1,2,1,1,0,978,0.17,76,1114,588,899,0.24,180,818,5118,351.426725,26.111006,1808,743
S01012834,Vicarland and Cairns - 05,S02002404,Vicarland and Cairns,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1257,2,1,3,2,2,1,2,1,0,0,2261,0.19,73,841,808,1543,0.19,124,1438,5244,307.11604,20.085389,2173,654
S01012835,Vicarland and Cairns - 06,S02002404,Vicarland and Cairns,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1620,3,2,4,2,3,2,3,2,0,0,3477,0.15,81,1427,634,3109,0.19,164,1546,6009,357.843137,31.132353,1769,870
S01012836,Whitlawburn and Greenlees - 01,S02002405,Whitlawburn and Greenlees,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,5202,8,4,9,5,8,4,8,4,0,0,5525,0.03,15,5758,4705,6715,0.06,41,4861,1141,82.317168,6.025617,5476,732
S01012837,Whitlawburn and Greenlees - 02,S02002405,Whitlawburn and Greenlees,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,288,1,1,1,1,1,1,1,1,1,0,228,0.25,118,291,433,1120,0.33,231,377,2701,288.583175,20.085389,2353,696
S01012838,Whitlawburn and Greenlees - 03,S02002405,Whitlawburn and Greenlees,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,79,1,1,1,1,1,1,1,1,1,0,101,0.29,184,109,118,2792,0.4,380,117,1638,330.843283,31.132353,1971,941
S01012839,Whitlawburn and Greenlees - 04,S02002405,Whitlawburn and Greenlees,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,4738,7,4,8,4,7,4,7,4,0,0,4389,0.05,20,4426,4164,4220,0.05,28,5104,1696,100.093301,6.025617,5113,602
S01012840,Whitlawburn and Greenlees - 05,S02002405,Whitlawburn and Greenlees,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,6006,9,5,10,5,9,5,9,5,0,1,6249,0.02,14,6203,5975,5998,0.03,31,5807.5,1328,79.165385,7.029886,5554,888
S01012841,Whitlawburn and Greenlees - 06,S02002405,Whitlawburn and Greenlees,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,5475,8,4,9,5,9,5,9,5,0,0,5820,0.04,16,4979.5,4385,5185.5,0.03,17,6017.5,2046,145.810446,8.034156,4253,551
S01012842,Whitlawburn and Greenlees - 07,S02002405,Whitlawburn and Greenlees,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,5302,8,4,9,5,8,4,8,4,0,0,5141,0.05,12,4790,4389,2864,0.03,13,5936,2735,217.269833,9.038425,3156,416
S01012843,Cambuslang Central - 01,S02002406,Cambuslang Central,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,6584,10,5,10,5,10,5,10,5,0,1,6041,0.02,14,6238,5557,5866,0.02,23,6215,3975,116.283831,11.046964,4824,950
S01012844,Cambuslang Central - 02,S02002406,Cambuslang Central,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,6860,10,5,10,5,10,5,10,5,0,1,6771,0.02,9,6464,6197,6947,0.03,21,6007,4610,NA,NA,6796.5,666
S01012845,Cambuslang Central - 03,S02002406,Cambuslang Central,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,3916,6,3,7,4,7,4,7,4,0,0,5600,0.09,43,3087,2766,5853,0.1,75,3438.5,5929,270.380236,21.089658,2499,780
S01012846,Cambuslang Central - 04,S02002406,Cambuslang Central,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,632,1,1,1,1,1,1,1,1,1,0,1456,0.19,103,766,509,1662,0.29,259,387,6699,755.423922,68.290323,433,904
S01012847,Cambuslang Central - 05,S02002406,Cambuslang Central,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,3289,5,3,6,3,6,3,6,3,0,0,4497,0.08,25,3425.5,1996,3972,0.14,75,2295,5796,130.183077,7.029886,4553,540
S01012848,"Burgh, Eastfield and Silverbank - 01",S02002407,"Burgh, Eastfield and Silverbank",S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,5037,8,4,8,4,8,4,8,4,0,0,5072,0.05,22,4704,2804,5684,0.07,47,4467,4760,NA,NA,6814,708
S01012849,"Burgh, Eastfield and Silverbank - 02",S02002407,"Burgh, Eastfield and Silverbank",S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1903,3,2,4,2,3,2,3,2,0,0,2363,0.14,61,1764,1555,1973,0.2,130,1703,4373,261.849396,17.072581,2596,652
S01012850,"Burgh, Eastfield and Silverbank - 03",S02002407,"Burgh, Eastfield and Silverbank",S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1708,3,2,4,2,3,2,3,2,0,0,2034,0.14,57,1695,1245,1433,0.16,117,1748,4214,373.433527,28.119545,1653,753
S01012851,"Burgh, Eastfield and Silverbank - 04",S02002407,"Burgh, Eastfield and Silverbank",S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,3527,5,3,7,4,6,3,6,3,0,0,3911,0.09,45,2905,2522,2419,0.1,78,3345.5,5628,138.955521,11.046964,4379,795
S01012852,"Burgh, Eastfield and Silverbank - 05",S02002407,"Burgh, Eastfield and Silverbank",S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,6610,10,5,10,5,10,5,10,5,0,1,5695,0.03,12,5811,5666,6592,0.03,19,5988,5973,102.926591,7.029886,5056,683
S01012853,"Burgh, Eastfield and Silverbank - 06",S02002407,"Burgh, Eastfield and Silverbank",S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,5216,8,4,9,5,8,4,8,4,0,0,4882,0.05,21,4775.5,3893,5042,0.06,46,4484,4910,93.856958,7.029886,5240,749
S01012854,"Burgh, Eastfield and Silverbank - 07",S02002407,"Burgh, Eastfield and Silverbank",S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,6439,10,5,10,5,10,5,10,5,0,1,5767,0.03,17,5576,4993,4433,0.03,25,5924,6576,91.415945,7.029886,5294,769
S01012855,"Burgh, Eastfield and Silverbank - 08",S02002407,"Burgh, Eastfield and Silverbank",S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,5238,8,4,9,5,8,4,8,4,0,0,5245,0.06,26,4153,4102,3759,0.05,32,5181,6459,257.504987,15.064042,2650.5,585
S01012856,Farme Cross and Gallowflat North - 01,S02002408,Farme Cross and Gallowflat North,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,1238,2,1,3,2,2,1,2,1,0,0,2503,0.17,81,1126,569,2460,0.21,160,1336,4848,537.761419,40.170778,877,747
S01012857,Farme Cross and Gallowflat North - 02,S02002408,Farme Cross and Gallowflat North,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,941,2,1,2,1,2,1,2,1,1,0,2101,0.19,89,757,1082,1134,0.23,201,613.5,6312,359.081349,31.132353,1760,867
S01012858,Farme Cross and Gallowflat North - 03,S02002408,Farme Cross and Gallowflat North,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,595,1,1,1,1,1,1,1,1,1,0,391,0.21,98,548,419,1541,0.27,183,830,6007,354.448041,24.102467,1793,680
S01012859,Farme Cross and Gallowflat North - 04,S02002408,Farme Cross and Gallowflat North,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,2361,4,2,5,3,4,2,4,2,0,0,2498,0.11,87,2441,1819,969,0.13,136,3238,3069,541.838401,58.247628,864,1075
S01012860,Shawfield and Clincarthill - 01,S02002409,Shawfield and Clincarthill,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,3614,6,3,7,4,6,3,6,3,0,0,4225,0.07,31,3909,2856,3932,0.11,113,2206,6488,140.317089,14.059772,4348,1002
S01012861,Shawfield and Clincarthill - 02,S02002409,Shawfield and Clincarthill,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,4728,7,4,8,4,7,4,7,4,0,0,4565,0.06,24,4134,3863,3073,0.07,42,4397,5735,289.229602,18.07685,2344,625
S01012862,Shawfield and Clincarthill - 03,S02002409,Shawfield and Clincarthill,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,220,1,1,1,1,1,1,1,1,1,0,671,0.3,109,92,262,812,0.31,173,443,5845,1253.099135,70.298861,110,561
S01012863,Shawfield and Clincarthill - 04,S02002409,Shawfield and Clincarthill,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,473,1,1,1,1,1,1,1,1,1,0,1647,0.25,123,293,278,312,0.3,201,807,5994,1211.030807,82.350095,122,680
S01012864,Shawfield and Clincarthill - 05,S02002409,Shawfield and Clincarthill,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,568,1,1,1,1,1,1,1,1,1,0,1393,0.23,119,427,570,576,0.29,212,789,3351,991.698622,71.303131,215,719
S01012865,Burnhill and Bankhead North - 01,S02002410,Burnhill and Bankhead North,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,2538,4,2,5,3,4,2,4,2,0,0,3236,0.09,39,2986,1995,2410,0.16,115,1875.5,3202,109.308239,8.034156,4948,735
S01012866,Burnhill and Bankhead North - 02,S02002410,Burnhill and Bankhead North,S08000032,NHS Lanarkshire,S08000023,S08000023,S37000028,South Lanarkshire,S37000028,S37000028,S12000029,South Lanarkshire,S12000029,S12000029,2420,4,2,5,3,4,2,4,2,0,0,3014,0.11,57,2318,2358,3180,0.17,130,2007,4728,310.042917,23.098197,2147,745
