dz2011,dz2011name,iz2011,iz2011name,hb2019,hb2019name,hb2018,hb2014,hscp2019,hscp2019name,hscp2018,hscp2016,ca2019,ca2019name,ca2018,ca2011,simd2020_rank,simd2020_sc_decile,simd2020_sc_quintile,simd2020_hb2019_decile,simd2020_hb2019_quintile,simd2020_hscp2019_decile,simd2020_hscp2019_quintile,simd2020_ca2019_decile,simd2020_ca2019_quintile,simd2020tp15,simd2020bt15,simd2020_educ_rank,simd2020_emp_rate,simd2020_emp_dep_n,simd2020_emp_rank,simd2020_hlth_rank,simd2020_house_rank,simd2020_inc_rate,simd2020_inc_dep_n,simd2020_inc_rank,simd2020_access_rank,simd2020_crime_rate,simd2020_crime_count,simd2020_crime_rank,pop_2017
S01006585,City Centre West - 04,S02001249,City Centre West,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,2525,4,2,2,1,3,2,3,2,0,0,3097,0.11,74,2304,2276,394,0.12,97,3535,6171,999.248912,83.037585000000007,208,831
S01006586,City Centre West - 05,S02001249,City Centre West,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,3411,5,3,3,2,4,2,4,2,0,0,2926,0.05,46,4407,3686,286,0.08,85,4509.5,5174,3562.146144,373.669131,15,1049
S01006587,City Centre East - 01,S02001250,City Centre East,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,1773,3,2,1,1,2,1,2,1,0,0,1370,0.13,66,1866,1922,184,0.14,81,3352,4030,3529.21262,201.518041,16,571
S01006588,City Centre East - 02,S02001250,City Centre East,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,3443,5,3,3,2,4,2,4,2,0,0,1656,0.06,32,4289,5423,77,0.06,38,5363,5881,4351.498139,272.403784,7,626
S01006589,City Centre East - 03,S02001250,City Centre East,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,3636,6,3,4,2,4,2,4,2,0,0,2848,0.07,37,3923,5558,250,0.09,58,4473,5486,1414.736466,96.20208,89,680
S01006590,City Centre East - 04,S02001250,City Centre East,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,2927,5,3,3,2,4,2,4,2,0,0,654,0.07,48,3850,3970,231,0.08,61,4853,5112,707.972464,56.708594,501,801
S01006591,Ferryhill North - 01,S02001251,Ferryhill North,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,4785,7,4,6,3,6,3,6,3,0,0,3592,0.06,34,4350,4311,522,0.06,45,5185.5,6090,299.440542,22.278376,2238,744
S01006592,Ferryhill North - 02,S02001251,Ferryhill North,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,6923,10,5,10,5,10,5,10,5,0,1,6870,0.01,10,6762,6936,2855.5,0.01,10,6879,4165,136.476209,10.126535,4431,742
S01006593,Ferryhill North - 03,S02001251,Ferryhill North,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,6696,10,5,10,5,9,5,9,5,0,1,5295,0.02,15,6371,6909,1917,0.03,24,6389,5287,145.183293,12.151842,4259,837
S01006594,Ferryhill North - 04,S02001251,Ferryhill North,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,6425,10,5,9,5,8,4,8,4,0,1,5979,0.03,13,5508,6559,2533,0.03,17,6017.5,6087,227.562578,12.151842,3005,534
S01006595,Ferryhill North - 05,S02001251,Ferryhill North,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,6280,9,5,9,5,8,4,8,4,0,1,5163,0.03,28,5507,5651,1991,0.04,38,5985,5624,74.148267,7.088574,5654,956
S01006596,Ferryhill North - 06,S02001251,Ferryhill North,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,6889,10,5,10,5,10,5,10,5,0,1,6613,0.02,10,6660,6475,2111,0.02,13,6729,5341,142.081482,11.139188,4310,784
S01006597,Ferryhill North - 07,S02001251,Ferryhill North,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,3930,6,3,4,2,5,3,5,3,0,0,2724,0.07,35,3570,4394,391,0.07,37,5009,6368,611.413416,32.404911,665,530
S01006598,Ferryhill South - 01,S02001252,Ferryhill South,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,6817,10,5,10,5,10,5,10,5,0,1,6444,0.02,14,6455,6843,5861.5,0.01,10,6894,3283,169.273441,17.215109000000002,3870,1017
S01006599,Ferryhill South - 02,S02001252,Ferryhill South,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,3102,5,3,3,2,4,2,4,2,0,0,2905,0.1,63,2643,2894,1919,0.11,90,3603,4082,324.248648,26.32899,2024,812
S01006600,Ferryhill South - 03,S02001252,Ferryhill South,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,6362,10,5,9,5,8,4,8,4,0,1,5666,0.03,23,6054,5122,2801,0.04,45,5802.5,5801,139.055808,17.215109000000002,4375,1238
S01006601,Ferryhill South - 04,S02001252,Ferryhill South,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,5145,8,4,6,3,6,3,6,3,0,0,4340,0.07,53,3865,5046,1929,0.06,58,5191,6166,165.848834,17.215109000000002,3923,1038
S01006602,Ferryhill South - 05,S02001252,Ferryhill South,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,6843,10,5,10,5,10,5,10,5,0,1,6608,0.02,12,6479,6481,6407,0.04,33,5630.5,5266,NA,NA,6677,896
S01006603,"Kincorth, Leggart and Nigg North - 01",S02001253,"Kincorth, Leggart and Nigg North",S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,1372,2,1,1,1,1,1,1,1,0,0,1009,0.17,85,1062,1475,2099,0.16,126,2093,3364,479.213348,38.480832,1098,803
S01006604,"Kincorth, Leggart and Nigg North - 02",S02001253,"Kincorth, Leggart and Nigg North",S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,3186,5,3,3,2,4,2,4,2,0,0,2419,0.08,36,3244,2798,2418,0.12,78,3043,4156,170.584811,11.139188,3854,653
S01006605,"Kincorth, Leggart and Nigg North - 03",S02001253,"Kincorth, Leggart and Nigg North",S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,1713,3,2,1,1,2,1,2,1,0,0,1253,0.12,57,2180,1381,2105,0.19,149,1496.5,5966,440.847862,34.430218000000004,1276,781
S01006606,"Kincorth, Leggart and Nigg North - 04",S02001253,"Kincorth, Leggart and Nigg North",S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,4120,6,3,5,3,5,3,5,3,0,0,3619,0.07,35,3586,3569,3625,0.07,52,4309,3471,178.553509,14.177149,3734,794
S01006607,"Kincorth, Leggart and Nigg North - 05",S02001253,"Kincorth, Leggart and Nigg North",S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,3263,5,3,3,2,4,2,4,2,0,0,1564,0.09,54,3120,3424,1663,0.1,96,3424,5821,143.248043,13.164495,4292,919
S01006608,"Kincorth, Leggart and Nigg South - 01",S02001254,"Kincorth, Leggart and Nigg South",S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,5556,8,4,7,4,7,4,7,4,0,0,4902,0.02,26,6263,6214,4827,0.03,53,5973,965,183.784659,30.379604,3653,1653
S01006609,"Kincorth, Leggart and Nigg South - 02",S02001254,"Kincorth, Leggart and Nigg South",S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,3088,5,3,3,2,4,2,4,2,0,0,1406,0.07,51,3563,3138,2227,0.11,113,3281,5070,297.839256,31.392258000000002,2254.5,1054
S01006610,"Kincorth, Leggart and Nigg South - 03",S02001254,"Kincorth, Leggart and Nigg South",S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,2461,4,2,2,1,3,2,3,2,0,0,2239,0.14,39,1746,2026,2130,0.12,52,3033.5,5441,140.972641,6.075921,4338,431
S01006611,"Kincorth, Leggart and Nigg South - 04",S02001254,"Kincorth, Leggart and Nigg South",S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,3036,5,3,3,2,4,2,4,2,0,0,3204,0.1,61,2690.5,2393,1946,0.12,106,3172,4710,279.429766,25.316337,2426,906
S01006612,"Kincorth, Leggart and Nigg South - 05",S02001254,"Kincorth, Leggart and Nigg South",S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,4577,7,4,5,3,5,3,5,3,0,0,3489,0.06,34,4218,4088,4272,0.06,49,4892,3337,236.04976,20.253069,2921,858
S01006613,Cove South - 01,S02001255,Cove South,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,6741,10,5,10,5,9,5,9,5,0,1,5837,0.02,8,6615,6678,5294,0.01,8,6814.5,3205,171.345765,10.126535,3842,591
S01006614,Cove South - 02,S02001255,Cove South,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,6488,10,5,9,5,9,5,9,5,0,1,5211,0.03,13,5994,6260,6277,0.03,20,6132,3566,45.41047,3.03796,6266,669
S01006615,Cove South - 03,S02001255,Cove South,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,6316,10,5,9,5,8,4,8,4,0,1,6179,0.02,13,6342,6837,6640,0.04,30,5845,1704,60.420851,5.063267,5958,838
S01006616,Cove South - 04,S02001255,Cove South,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,6426,10,5,9,5,8,4,8,4,0,1,4960,0.03,18,5775,5434,4782,0.02,16,6599,4163,54.225085,4.050614,6081,747
S01006617,Cove South - 05,S02001255,Cove South,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,5506,8,4,7,4,6,3,6,3,0,0,3763,0.05,19,4822,4765,4538,0.03,18,6081,4624,191.367585,12.151842,3533,635
S01006618,Cove South - 06,S02001255,Cove South,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,6694,10,5,10,5,9,5,9,5,0,1,4415,0.01,5,6781,5585,5357,0.02,9,6561.5,4723,NA,NA,6322,474
S01006619,Cove North - 01,S02001256,Cove North,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,5515,8,4,7,4,6,3,6,3,0,0,3996,0.04,24,5100,4777,4641,0.03,24,6165,2657,81.571626,7.088574,5501,869
S01006620,Cove North - 02,S02001256,Cove North,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,5079,8,4,6,3,6,3,6,3,0,0,3094,0.04,22,4983.5,4357,3973,0.05,40,5004,4533,128.836319,10.126535,4579,786
S01006621,Cove North - 03,S02001256,Cove North,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,5526,8,4,7,4,7,4,7,4,0,0,3562,0.05,15,4741,4438,4009.5,0.03,16,5885.5,5045,NA,NA,6375,504
S01006622,Cove North - 04,S02001256,Cove North,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,6209,9,5,9,5,8,4,8,4,0,1,5119,0.04,20,5293,5589,3067,0.04,26,5909,5085,45.821424,3.03796,6255,663
S01006623,Cove North - 05,S02001256,Cove North,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,2252,4,2,2,1,3,2,3,2,0,0,2064,0.11,54,2330,2283,2155,0.09,63,3873,3045,1633.766378,117.467803,60,719
S01006624,Torry West - 01,S02001257,Torry West,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,2144,3,2,2,1,3,2,3,2,0,0,491,0.12,72,2176,2825,160,0.11,87,3642,6786,420.29716,32.404911,1381,771
S01006625,Torry West - 02,S02001257,Torry West,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,3265,5,3,3,2,4,2,4,2,0,0,2947,0.09,37,3199,3366,1674,0.11,71,3332,6754,668.579586,41.518792,567,621
S01006626,Torry West - 03,S02001257,Torry West,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,1354,2,1,1,1,1,1,1,1,0,0,923,0.16,76,1222,1293,684,0.18,121,2039,6458,800.633783,54.683287,374,683
S01006627,Torry West - 04,S02001257,Torry West,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,1365,2,1,1,1,1,1,1,1,0,0,84,0.14,96,1619,1840,84,0.16,128,2931,6262,383.76843,31.392258000000002,1592,818
S01006628,Torry West - 05,S02001257,Torry West,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,2287,4,2,2,1,3,2,3,2,0,0,1396,0.12,102,2219,3127,45,0.12,131,3506,6714,844.677776,89.113505,313,1055
S01006629,Torry West - 06,S02001257,Torry West,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,992,2,1,1,1,1,1,1,1,1,0,334,0.14,74,1570,1226,902,0.23,201,850,6681,441.293943,38.480832,1272,872
S01006630,Torry West - 07,S02001257,Torry West,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,1404,2,1,1,1,2,1,2,1,0,0,770,0.14,54,1755.5,1890,1174,0.21,138,1208.5,5006,419.350363,27.341644,1393,652
S01006631,Torry East - 01,S02001258,Torry East,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,1200,2,1,1,1,1,1,1,1,0,0,194,0.13,87,1865,1971,795,0.17,181,1860,2542,677.036704,70.885743,550,1047
S01006632,Torry East - 02,S02001258,Torry East,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,1339,2,1,1,1,1,1,1,1,0,0,397,0.15,83,1531,2111,759,0.2,163,1713,5338,551.687726,45.569406,820,826
S01006633,Torry East - 03,S02001258,Torry East,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,687,1,1,1,1,1,1,1,1,1,0,621,0.2,86,650,1231,776,0.26,169,860,5012,1703.099018,112.404535,56,660
S01006634,Torry East - 04,S02001258,Torry East,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,445,1,1,1,1,1,1,1,1,1,0,252,0.21,87,583,765,1070,0.28,175,703.5,3094,1330.730522,83.037585000000007,100,624
S01006635,Torry East - 05,S02001258,Torry East,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,1541,3,2,1,1,2,1,2,1,0,0,377,0.13,54,1910.5,2481,731,0.17,105,2100.5,4594,581.42783,36.455525,736,627
S01006636,Torry East - 06,S02001258,Torry East,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,751,2,1,1,1,1,1,1,1,1,0,1216,0.18,91,893,1001,983,0.26,207,715,1907,824.843052,65.822476,343,798
S01006637,Hanover South - 01,S02001259,Hanover South,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,2605,4,2,2,1,3,2,3,2,0,0,1207,0.09,55,3030,3572,457,0.1,80,3865,3515,682.098192,52.65798,544,772
S01006638,Hanover South - 02,S02001259,Hanover South,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,1845,3,2,1,1,2,1,2,1,0,0,714,0.13,88,1838,1843,324,0.15,114,3210,6664,753.965357,58.733901,438,779
S01006639,Hanover South - 03,S02001259,Hanover South,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,1863,3,2,1,1,2,1,2,1,0,0,2308,0.14,98,1655,1490,205,0.18,166,2279.5,6179,602.769923,55.695941,681,924
S01006640,Hanover South - 04,S02001259,Hanover South,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,6123,9,5,9,5,8,4,8,4,0,1,3610,0.02,15,6491,6692,1145.5,0.04,29,6230,4951,246.387706,20.253069,2794,822
S01006641,Hanover North - 01,S02001260,Hanover North,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,3729,6,3,4,2,5,3,5,3,0,0,2997,0.1,85,2852,3923,220,0.08,82,4673,6470,329.79136,34.430218000000004,1976,1044
S01006642,Hanover North - 02,S02001260,Hanover North,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,3826,6,3,4,2,5,3,5,3,0,0,3174,0.07,84,3677,3725,207,0.08,99,4893,5650,623.651098,81.012278,638,1299
S01006643,Hanover North - 03,S02001260,Hanover North,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,5559,8,4,7,4,7,4,7,4,0,0,4559,0.04,25,5160,5073,219,0.03,23,6330,5750,290.158587,20.253069,2335,698
S01006644,Hanover North - 04,S02001260,Hanover North,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,4613,7,4,5,3,6,3,6,3,0,0,3951,0.06,61,4100,4609,288,0.07,77,5057,4306,248.940274,28.354297,2766,1139
S01006645,George Street - 01,S02001261,George Street,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,1144,2,1,1,1,1,1,1,1,0,0,1306,0.18,94,874,1969,769,0.23,159,1483,4960,1309.973239,90.126159,104,688
S01006646,George Street - 02,S02001261,George Street,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,4083,6,3,4,2,5,3,5,3,0,0,1775,0.03,24,5686,4431,195,0.05,46,5552.5,4665,846.818233,72.91105,311,861
S01006647,George Street - 03,S02001261,George Street,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,3140,5,3,3,2,4,2,4,2,0,0,3013,0.09,42,3026,3461,597,0.13,83,3067,4372,324.04911,20.253069,2027,625
S01006648,George Street - 04,S02001261,George Street,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,3763,6,3,4,2,5,3,5,3,0,0,2898,0.08,122,3531,4607,163,0.07,130,4968,4732,641.944804,112.404535,599,1751
S01006649,George Street - 05,S02001261,George Street,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,2539,4,2,2,1,3,2,3,2,0,0,2839,0.13,106,1966,2411,642,0.14,132,3390,6660,605.044526,57.721248,675,954
S01006650,George Street - 06,S02001261,George Street,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,2819,4,2,3,2,4,2,4,2,0,0,1088,0.08,53,3438,2781,164,0.1,77,4231,6715,657.403002,52.65798,576,801
S01006651,George Street - 07,S02001261,George Street,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,2207,4,2,2,1,3,2,3,2,0,0,536,0.1,52,2813,3335,188,0.12,78,3612,6545,927.393134,62.784515,255,677
S01006652,George Street - 08,S02001261,George Street,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,5664,9,5,8,4,7,4,7,4,0,0,4065,0.03,19,5873,5609,579,0.04,32,5953.5,5412,340.273344,25.316337,1896,744
S01006653,Ashgrove - 01,S02001262,Ashgrove,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,5611,8,4,8,4,7,4,7,4,0,0,4785,0.04,18,4998,5539,2877,0.06,31,5167,5739,241.550369,13.164495,2844,545
S01006654,Ashgrove - 02,S02001262,Ashgrove,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,1270,2,1,1,1,1,1,1,1,0,0,982,0.17,106,1132,1021,1262,0.2,179,1778,4012,392.590855,34.430218000000004,1544,877
S01006655,Ashgrove - 03,S02001262,Ashgrove,S08000020,NHS Grampian,S08000020,S08000020,S37000001,Aberdeen City,S37000001,S37000001,S12000033,Aberdeen City,S12000033,S12000033,3728,6,3,4,2,5,3,5,3,0,0,4888,0.09,56,2947,3356,1776,0.07,54,4717,3405,525.728625,42.531446,909,809
